vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
39278/77903 (epoch 100.838) train_loss=150.28918457 time/batch=0.58s
39279/77903 (epoch 100.841) train_loss=122.53018951 time/batch=0.47s
39280/77903 (epoch 100.843) train_loss=171.07705688 time/batch=0.58s
39281/77903 (epoch 100.846) train_loss=152.56974792 time/batch=0.60s
39282/77903 (epoch 100.848) train_loss=143.92990112 time/batch=0.57s
39283/77903 (epoch 100.851) train_loss=151.34066772 time/batch=0.59s
39284/77903 (epoch 100.853) train_loss=139.06925964 time/batch=0.53s
39285/77903 (epoch 100.856) train_loss=141.86694336 time/batch=0.56s
39286/77903 (epoch 100.859) train_loss=148.42730713 time/batch=0.58s
39287/77903 (epoch 100.861) train_loss=181.10754395 time/batch=0.85s
39288/77903 (epoch 100.864) train_loss=129.29403687 time/batch=0.62s
39289/77903 (epoch 100.866) train_loss=144.74591064 time/batch=0.60s
setting learning rate to 0.0002623
39290/77903 (epoch 100.869) train_loss=388.58880615 time/batch=1.20s
39291/77903 (epoch 100.871) train_loss=768.03479004 time/batch=2.37s
39292/77903 (epoch 100.874) train_loss=373.26684570 time/batch=1.41s
39293/77903 (epoch 100.877) train_loss=1303.47070312 time/batch=6.96s
39294/77903 (epoch 100.879) train_loss=431.28698730 time/batch=2.31s
39295/77903 (epoch 100.882) train_loss=162.49543762 time/batch=0.72s
39296/77903 (epoch 100.884) train_loss=245.42770386 time/batch=0.85s
39297/77903 (epoch 100.887) train_loss=93.10266113 time/batch=0.35s
39298/77903 (epoch 100.889) train_loss=818.47644043 time/batch=2.67s
39299/77903 (epoch 100.892) train_loss=615.56555176 time/batch=2.24s
39300/77903 (epoch 100.895) train_loss=254.02923584 time/batch=1.06s
39301/77903 (epoch 100.897) train_loss=506.18341064 time/batch=1.57s
39302/77903 (epoch 100.900) train_loss=251.70576477 time/batch=1.03s
39303/77903 (epoch 100.902) train_loss=230.56484985 time/batch=0.84s
39304/77903 (epoch 100.905) train_loss=475.90921021 time/batch=1.58s
39305/77903 (epoch 100.907) train_loss=75.34119415 time/batch=0.43s
39306/77903 (epoch 100.910) train_loss=236.19337463 time/batch=0.76s
39307/77903 (epoch 100.913) train_loss=537.57330322 time/batch=1.71s
39308/77903 (epoch 100.915) train_loss=362.94259644 time/batch=1.29s
39309/77903 (epoch 100.918) train_loss=441.71325684 time/batch=1.45s
39310/77903 (epoch 100.920) train_loss=403.56030273 time/batch=1.42s
39311/77903 (epoch 100.923) train_loss=387.57690430 time/batch=1.42s
39312/77903 (epoch 100.925) train_loss=231.07162476 time/batch=0.89s
39313/77903 (epoch 100.928) train_loss=528.80017090 time/batch=1.62s
39314/77903 (epoch 100.930) train_loss=245.61953735 time/batch=0.93s
39315/77903 (epoch 100.933) train_loss=540.95837402 time/batch=1.78s
39316/77903 (epoch 100.936) train_loss=276.67266846 time/batch=1.08s
39317/77903 (epoch 100.938) train_loss=347.58160400 time/batch=1.16s
39318/77903 (epoch 100.941) train_loss=152.54840088 time/batch=0.63s
39319/77903 (epoch 100.943) train_loss=226.91241455 time/batch=0.82s
39320/77903 (epoch 100.946) train_loss=116.82394409 time/batch=0.51s
39321/77903 (epoch 100.948) train_loss=114.59811401 time/batch=0.42s
39322/77903 (epoch 100.951) train_loss=137.87867737 time/batch=0.49s
39323/77903 (epoch 100.954) train_loss=115.77432251 time/batch=0.39s
39324/77903 (epoch 100.956) train_loss=324.39987183 time/batch=0.99s
39325/77903 (epoch 100.959) train_loss=142.88204956 time/batch=0.63s
39326/77903 (epoch 100.961) train_loss=163.99365234 time/batch=0.62s
39327/77903 (epoch 100.964) train_loss=113.36587524 time/batch=0.44s
39328/77903 (epoch 100.966) train_loss=166.41940308 time/batch=0.61s
39329/77903 (epoch 100.969) train_loss=347.61651611 time/batch=1.13s
39330/77903 (epoch 100.972) train_loss=164.28590393 time/batch=0.71s
39331/77903 (epoch 100.974) train_loss=444.04132080 time/batch=1.33s
39332/77903 (epoch 100.977) train_loss=205.24824524 time/batch=0.83s
39333/77903 (epoch 100.979) train_loss=184.64544678 time/batch=0.70s
39334/77903 (epoch 100.982) train_loss=325.08239746 time/batch=1.04s
39335/77903 (epoch 100.984) train_loss=338.44738770 time/batch=1.23s
39336/77903 (epoch 100.987) train_loss=407.30410767 time/batch=1.46s
39337/77903 (epoch 100.990) train_loss=319.13003540 time/batch=1.21s
39338/77903 (epoch 100.992) train_loss=284.99322510 time/batch=1.00s
39339/77903 (epoch 100.995) train_loss=132.07543945 time/batch=0.58s
39340/77903 (epoch 100.997) train_loss=302.75701904 time/batch=0.92s
39341/77903 (epoch 101.000) train_loss=226.24630737 time/batch=0.82s
39342/77903 (epoch 101.002) train_loss=379.53753662 time/batch=1.21s
39343/77903 (epoch 101.005) train_loss=149.29159546 time/batch=0.63s
39344/77903 (epoch 101.008) train_loss=258.90527344 time/batch=0.85s
39345/77903 (epoch 101.010) train_loss=159.58015442 time/batch=0.60s
39346/77903 (epoch 101.013) train_loss=309.80541992 time/batch=0.97s
39347/77903 (epoch 101.015) train_loss=237.44696045 time/batch=0.85s
39348/77903 (epoch 101.018) train_loss=116.09266663 time/batch=0.50s
39349/77903 (epoch 101.020) train_loss=214.21713257 time/batch=0.71s
39350/77903 (epoch 101.023) train_loss=262.04168701 time/batch=0.89s
39351/77903 (epoch 101.025) train_loss=139.02267456 time/batch=0.56s
39352/77903 (epoch 101.028) train_loss=110.46598053 time/batch=0.39s
39353/77903 (epoch 101.031) train_loss=192.75833130 time/batch=0.66s
39354/77903 (epoch 101.033) train_loss=298.83123779 time/batch=0.96s
39355/77903 (epoch 101.036) train_loss=447.38958740 time/batch=1.45s
39356/77903 (epoch 101.038) train_loss=90.78774261 time/batch=0.44s
39357/77903 (epoch 101.041) train_loss=343.08056641 time/batch=1.11s
39358/77903 (epoch 101.043) train_loss=97.06230164 time/batch=0.40s
39359/77903 (epoch 101.046) train_loss=133.10784912 time/batch=0.45s
39360/77903 (epoch 101.049) train_loss=375.72671509 time/batch=1.20s
39361/77903 (epoch 101.051) train_loss=91.33187866 time/batch=0.46s
39362/77903 (epoch 101.054) train_loss=168.77008057 time/batch=0.62s
39363/77903 (epoch 101.056) train_loss=107.66963196 time/batch=0.43s
39364/77903 (epoch 101.059) train_loss=130.37545776 time/batch=0.49s
39365/77903 (epoch 101.061) train_loss=195.06607056 time/batch=0.69s
39366/77903 (epoch 101.064) train_loss=122.13470459 time/batch=0.50s
39367/77903 (epoch 101.067) train_loss=242.87716675 time/batch=0.85s
39368/77903 (epoch 101.069) train_loss=320.00134277 time/batch=1.10s
39369/77903 (epoch 101.072) train_loss=245.48202515 time/batch=0.89s
39370/77903 (epoch 101.074) train_loss=285.71313477 time/batch=0.92s
39371/77903 (epoch 101.077) train_loss=114.10712433 time/batch=0.50s
39372/77903 (epoch 101.079) train_loss=234.20932007 time/batch=0.79s
39373/77903 (epoch 101.082) train_loss=76.04516602 time/batch=0.30s
39374/77903 (epoch 101.085) train_loss=148.23115540 time/batch=0.50s
39375/77903 (epoch 101.087) train_loss=252.10279846 time/batch=0.87s
39376/77903 (epoch 101.090) train_loss=214.56076050 time/batch=0.82s
39377/77903 (epoch 101.092) train_loss=211.93011475 time/batch=0.75s
39378/77903 (epoch 101.095) train_loss=149.46218872 time/batch=0.62s
39379/77903 (epoch 101.097) train_loss=194.97229004 time/batch=0.70s
39380/77903 (epoch 101.100) train_loss=184.66915894 time/batch=0.70s
39381/77903 (epoch 101.102) train_loss=87.73532104 time/batch=0.32s
39382/77903 (epoch 101.105) train_loss=264.62188721 time/batch=0.86s
39383/77903 (epoch 101.108) train_loss=332.42132568 time/batch=1.09s
39384/77903 (epoch 101.110) train_loss=141.14863586 time/batch=0.60s
39385/77903 (epoch 101.113) train_loss=174.77093506 time/batch=0.63s
39386/77903 (epoch 101.115) train_loss=332.52337646 time/batch=1.07s
39387/77903 (epoch 101.118) train_loss=327.56796265 time/batch=1.14s
39388/77903 (epoch 101.120) train_loss=221.23889160 time/batch=0.84s
39389/77903 (epoch 101.123) train_loss=73.91467285 time/batch=0.30s
39390/77903 (epoch 101.126) train_loss=116.25344086 time/batch=0.38s
39391/77903 (epoch 101.128) train_loss=310.17929077 time/batch=0.97s
39392/77903 (epoch 101.131) train_loss=138.09304810 time/batch=0.65s
39393/77903 (epoch 101.133) train_loss=255.81149292 time/batch=0.87s
39394/77903 (epoch 101.136) train_loss=327.08508301 time/batch=1.12s
39395/77903 (epoch 101.138) train_loss=214.25862122 time/batch=0.82s
39396/77903 (epoch 101.141) train_loss=104.93949890 time/batch=0.42s
39397/77903 (epoch 101.144) train_loss=144.44174194 time/batch=0.55s
39398/77903 (epoch 101.146) train_loss=98.91549683 time/batch=0.36s
39399/77903 (epoch 101.149) train_loss=145.40797424 time/batch=0.49s
39400/77903 (epoch 101.151) train_loss=73.86818695 time/batch=0.27s
39401/77903 (epoch 101.154) train_loss=299.35772705 time/batch=0.93s
39402/77903 (epoch 101.156) train_loss=89.98114014 time/batch=0.35s
39403/77903 (epoch 101.159) train_loss=226.50112915 time/batch=0.80s
39404/77903 (epoch 101.162) train_loss=190.16937256 time/batch=0.72s
39405/77903 (epoch 101.164) train_loss=131.72811890 time/batch=0.52s
39406/77903 (epoch 101.167) train_loss=330.75061035 time/batch=1.14s
39407/77903 (epoch 101.169) train_loss=104.92575073 time/batch=0.46s
39408/77903 (epoch 101.172) train_loss=228.62451172 time/batch=0.80s
39409/77903 (epoch 101.174) train_loss=166.83457947 time/batch=0.65s
39410/77903 (epoch 101.177) train_loss=102.16220856 time/batch=0.38s
39411/77903 (epoch 101.180) train_loss=115.26649475 time/batch=0.43s
39412/77903 (epoch 101.182) train_loss=113.98760986 time/batch=0.44s
39413/77903 (epoch 101.185) train_loss=109.17866516 time/batch=0.41s
39414/77903 (epoch 101.187) train_loss=95.53077698 time/batch=0.31s
39415/77903 (epoch 101.190) train_loss=98.88276672 time/batch=0.36s
39416/77903 (epoch 101.192) train_loss=309.76184082 time/batch=0.95s
39417/77903 (epoch 101.195) train_loss=160.88687134 time/batch=0.62s
39418/77903 (epoch 101.197) train_loss=225.73361206 time/batch=0.82s
39419/77903 (epoch 101.200) train_loss=162.45465088 time/batch=0.59s
39420/77903 (epoch 101.203) train_loss=140.07525635 time/batch=0.50s
39421/77903 (epoch 101.205) train_loss=111.61615753 time/batch=0.45s
39422/77903 (epoch 101.208) train_loss=229.81161499 time/batch=0.78s
39423/77903 (epoch 101.210) train_loss=283.94894409 time/batch=0.95s
39424/77903 (epoch 101.213) train_loss=108.98523712 time/batch=0.46s
39425/77903 (epoch 101.215) train_loss=109.88311005 time/batch=0.38s
39426/77903 (epoch 101.218) train_loss=217.17335510 time/batch=0.74s
39427/77903 (epoch 101.221) train_loss=174.76376343 time/batch=0.67s
39428/77903 (epoch 101.223) train_loss=150.21266174 time/batch=0.56s
39429/77903 (epoch 101.226) train_loss=141.12232971 time/batch=0.58s
39430/77903 (epoch 101.228) train_loss=233.54379272 time/batch=0.81s
39431/77903 (epoch 101.231) train_loss=113.95080566 time/batch=0.47s
39432/77903 (epoch 101.233) train_loss=188.53204346 time/batch=0.65s
39433/77903 (epoch 101.236) train_loss=222.54766846 time/batch=0.80s
39434/77903 (epoch 101.239) train_loss=204.73719788 time/batch=0.71s
39435/77903 (epoch 101.241) train_loss=185.08988953 time/batch=0.68s
39436/77903 (epoch 101.244) train_loss=164.47695923 time/batch=0.56s
39437/77903 (epoch 101.246) train_loss=175.27807617 time/batch=0.61s
39438/77903 (epoch 101.249) train_loss=86.94569397 time/batch=0.32s
39439/77903 (epoch 101.251) train_loss=205.70516968 time/batch=0.67s
39440/77903 (epoch 101.254) train_loss=205.47824097 time/batch=0.75s
39441/77903 (epoch 101.257) train_loss=137.30441284 time/batch=0.52s
39442/77903 (epoch 101.259) train_loss=212.27680969 time/batch=0.71s
39443/77903 (epoch 101.262) train_loss=111.76148987 time/batch=0.44s
39444/77903 (epoch 101.264) train_loss=202.91992188 time/batch=0.67s
39445/77903 (epoch 101.267) train_loss=162.35601807 time/batch=0.62s
39446/77903 (epoch 101.269) train_loss=97.55255127 time/batch=0.37s
39447/77903 (epoch 101.272) train_loss=112.56842041 time/batch=0.40s
39448/77903 (epoch 101.274) train_loss=192.62228394 time/batch=0.65s
39449/77903 (epoch 101.277) train_loss=105.99221802 time/batch=0.39s
39450/77903 (epoch 101.280) train_loss=193.36526489 time/batch=0.67s
39451/77903 (epoch 101.282) train_loss=101.71601868 time/batch=0.36s
39452/77903 (epoch 101.285) train_loss=186.97225952 time/batch=0.65s
39453/77903 (epoch 101.287) train_loss=109.97903442 time/batch=0.46s
39454/77903 (epoch 101.290) train_loss=149.36260986 time/batch=0.57s
39455/77903 (epoch 101.292) train_loss=178.53662109 time/batch=0.63s
39456/77903 (epoch 101.295) train_loss=133.88462830 time/batch=0.50s
39457/77903 (epoch 101.298) train_loss=119.66830444 time/batch=0.45s
39458/77903 (epoch 101.300) train_loss=169.78269958 time/batch=0.60s
39459/77903 (epoch 101.303) train_loss=178.23376465 time/batch=0.62s
39460/77903 (epoch 101.305) train_loss=114.40046692 time/batch=0.45s
39461/77903 (epoch 101.308) train_loss=234.14849854 time/batch=0.75s
39462/77903 (epoch 101.310) train_loss=218.94519043 time/batch=0.77s
39463/77903 (epoch 101.313) train_loss=305.87750244 time/batch=0.97s
39464/77903 (epoch 101.316) train_loss=229.46369934 time/batch=0.85s
39465/77903 (epoch 101.318) train_loss=109.43150330 time/batch=0.47s
39466/77903 (epoch 101.321) train_loss=111.36422729 time/batch=0.46s
39467/77903 (epoch 101.323) train_loss=97.14930725 time/batch=0.37s
39468/77903 (epoch 101.326) train_loss=117.21472168 time/batch=0.41s
39469/77903 (epoch 101.328) train_loss=290.60498047 time/batch=0.91s
39470/77903 (epoch 101.331) train_loss=152.73153687 time/batch=0.62s
39471/77903 (epoch 101.334) train_loss=101.25653839 time/batch=0.35s
39472/77903 (epoch 101.336) train_loss=131.95474243 time/batch=0.47s
39473/77903 (epoch 101.339) train_loss=110.28424072 time/batch=0.40s
39474/77903 (epoch 101.341) train_loss=184.65783691 time/batch=0.64s
39475/77903 (epoch 101.344) train_loss=173.51391602 time/batch=0.65s
39476/77903 (epoch 101.346) train_loss=175.33389282 time/batch=0.65s
39477/77903 (epoch 101.349) train_loss=247.41119385 time/batch=0.83s
39478/77903 (epoch 101.352) train_loss=173.58367920 time/batch=0.65s
39479/77903 (epoch 101.354) train_loss=298.09686279 time/batch=0.96s
39480/77903 (epoch 101.357) train_loss=100.44584656 time/batch=0.41s
39481/77903 (epoch 101.359) train_loss=252.75733948 time/batch=0.81s
39482/77903 (epoch 101.362) train_loss=101.06488037 time/batch=0.42s
39483/77903 (epoch 101.364) train_loss=164.47634888 time/batch=0.54s
39484/77903 (epoch 101.367) train_loss=116.25704956 time/batch=0.47s
39485/77903 (epoch 101.369) train_loss=200.55484009 time/batch=0.69s
39486/77903 (epoch 101.372) train_loss=191.75569153 time/batch=0.69s
39487/77903 (epoch 101.375) train_loss=123.56745911 time/batch=0.48s
39488/77903 (epoch 101.377) train_loss=192.68766785 time/batch=0.67s
39489/77903 (epoch 101.380) train_loss=180.66717529 time/batch=0.64s
39490/77903 (epoch 101.382) train_loss=159.50317383 time/batch=0.56s
39491/77903 (epoch 101.385) train_loss=188.37924194 time/batch=0.67s
39492/77903 (epoch 101.387) train_loss=102.96725464 time/batch=0.40s
39493/77903 (epoch 101.390) train_loss=94.95008850 time/batch=0.32s
39494/77903 (epoch 101.393) train_loss=148.49365234 time/batch=0.50s
39495/77903 (epoch 101.395) train_loss=117.90579987 time/batch=0.45s
39496/77903 (epoch 101.398) train_loss=142.39686584 time/batch=0.51s
39497/77903 (epoch 101.400) train_loss=268.41671753 time/batch=0.89s
39498/77903 (epoch 101.403) train_loss=144.53237915 time/batch=0.59s
39499/77903 (epoch 101.405) train_loss=221.68592834 time/batch=0.72s
39500/77903 (epoch 101.408) train_loss=152.19024658 time/batch=0.60s
39501/77903 (epoch 101.411) train_loss=106.63700104 time/batch=0.40s
39502/77903 (epoch 101.413) train_loss=114.04504395 time/batch=0.42s
39503/77903 (epoch 101.416) train_loss=78.68934631 time/batch=0.27s
39504/77903 (epoch 101.418) train_loss=180.14498901 time/batch=0.60s
39505/77903 (epoch 101.421) train_loss=162.14950562 time/batch=0.61s
39506/77903 (epoch 101.423) train_loss=127.05926514 time/batch=0.48s
39507/77903 (epoch 101.426) train_loss=166.57357788 time/batch=0.63s
39508/77903 (epoch 101.429) train_loss=239.46295166 time/batch=0.81s
39509/77903 (epoch 101.431) train_loss=216.89843750 time/batch=0.79s
39510/77903 (epoch 101.434) train_loss=233.50946045 time/batch=0.78s
39511/77903 (epoch 101.436) train_loss=137.71878052 time/batch=0.55s
39512/77903 (epoch 101.439) train_loss=173.44007874 time/batch=0.64s
39513/77903 (epoch 101.441) train_loss=127.03337860 time/batch=0.48s
39514/77903 (epoch 101.444) train_loss=189.08502197 time/batch=0.65s
39515/77903 (epoch 101.447) train_loss=193.03213501 time/batch=0.69s
39516/77903 (epoch 101.449) train_loss=168.72763062 time/batch=0.61s
39517/77903 (epoch 101.452) train_loss=281.61648560 time/batch=0.93s
39518/77903 (epoch 101.454) train_loss=98.75849152 time/batch=0.42s
39519/77903 (epoch 101.457) train_loss=142.90847778 time/batch=0.51s
39520/77903 (epoch 101.459) train_loss=150.61311340 time/batch=0.54s
39521/77903 (epoch 101.462) train_loss=159.34848022 time/batch=0.60s
39522/77903 (epoch 101.464) train_loss=198.26788330 time/batch=0.71s
39523/77903 (epoch 101.467) train_loss=136.22300720 time/batch=0.52s
39524/77903 (epoch 101.470) train_loss=80.81999207 time/batch=0.31s
39525/77903 (epoch 101.472) train_loss=112.80814362 time/batch=0.40s
39526/77903 (epoch 101.475) train_loss=109.30413818 time/batch=0.43s
39527/77903 (epoch 101.477) train_loss=161.06198120 time/batch=0.56s
39528/77903 (epoch 101.480) train_loss=174.01541138 time/batch=0.66s
39529/77903 (epoch 101.482) train_loss=172.72048950 time/batch=0.62s
39530/77903 (epoch 101.485) train_loss=115.31089783 time/batch=0.40s
39531/77903 (epoch 101.488) train_loss=155.76028442 time/batch=0.58s
39532/77903 (epoch 101.490) train_loss=207.26742554 time/batch=0.71s
39533/77903 (epoch 101.493) train_loss=190.32705688 time/batch=0.66s
39534/77903 (epoch 101.495) train_loss=148.34323120 time/batch=0.57s
39535/77903 (epoch 101.498) train_loss=87.84245300 time/batch=0.34s
39536/77903 (epoch 101.500) train_loss=123.12979889 time/batch=0.45s
39537/77903 (epoch 101.503) train_loss=235.86920166 time/batch=0.80s
39538/77903 (epoch 101.506) train_loss=169.76846313 time/batch=0.65s
39539/77903 (epoch 101.508) train_loss=150.56201172 time/batch=0.57s
39540/77903 (epoch 101.511) train_loss=162.13931274 time/batch=0.60s
